TransactionID,CustomerID,Amount,Currency,SourceCountry,DestinationCountry,Date
TXN261,CUST1897,60278,USD,Iran,Mexico,2025-09-03
TXN262,CUST2351,25465,USD,North Korea,Somalia,2023-08-04
TXN263,CUST1758,31835,USD,Japan,Mexico,2023-08-12
TXN264,CUST4890,95274,USD,USA,Panama,2024-08-28
TXN265,CUST2207,30231,USD,UK,Iraq,2025-02-27
TXN266,CUST2502,86092,USD,North Korea,Japan,2024-08-27
TXN267,CUST2451,5237,USD,USA,UK,2025-10-14
TXN268,CUST4963,25021,USD,Afghanistan,Mexico,2024-07-20
TXN269,CUST4362,37140,USD,Mexico,Russia,2023-05-29
TXN270,CUST2869,42414,USD,Cayman Islands,Iraq,2025-06-30
TXN271,CUST982,88216,USD,Iraq,UK,2023-11-23
TXN272,CUST4831,55407,USD,Somalia,Venezuela,2024-08-02
TXN273,CUST2373,68724,USD,Afghanistan,Germany,2024-11-13
TXN274,CUST493,34626,USD,Russia,Japan,2024-11-22
TXN275,CUST3517,58658,USD,Somalia,Russia,2023-04-03
TXN276,CUST2708,44338,USD,Panama,Syria,2024-03-12
TXN277,CUST3241,91689,USD,Somalia,Germany,2024-06-25
TXN278,CUST3567,81004,USD,Somalia,Cayman Islands,2023-07-18
TXN279,CUST2065,73713,USD,North Korea,Somalia,2025-02-12
TXN280,CUST2668,62438,USD,China,Cayman Islands,2024-07-17
TXN281,CUST572,70255,USD,Cayman Islands,Iran,2024-04-01
TXN282,CUST3998,80864,USD,Cayman Islands,Mexico,2024-11-05
TXN283,CUST4667,22014,USD,Cayman Islands,Panama,2023-04-11
TXN284,CUST1796,77796,USD,Cayman Islands,Iraq,2024-09-04
TXN285,CUST3195,26512,USD,Canada,UAE,2024-06-10
TXN286,CUST4458,89908,USD,UK,USA,2023-01-06
TXN287,CUST1262,766,USD,Panama,Cayman Islands,2023-12-23
TXN288,CUST3380,59690,USD,Panama,China,2024-06-22
TXN289,CUST4,40666,USD,USA,Cayman Islands,2025-04-22
TXN290,CUST812,90681,USD,Russia,Afghanistan,2025-08-13
TXN291,CUST1341,28420,USD,UAE,Mexico,2024-08-05
TXN292,CUST4944,42940,USD,Syria,North Korea,2023-12-13
TXN293,CUST119,28529,USD,Iran,Mexico,2024-12-17
TXN294,CUST940,95842,USD,Yemen,North Korea,2023-07-05
TXN295,CUST31,83346,USD,Panama,Germany,2024-02-23
TXN296,CUST1863,1607,USD,Canada,Germany,2025-04-18
TXN297,CUST957,11493,USD,North Korea,Iraq,2023-09-06
TXN298,CUST4936,26127,USD,Russia,Iran,2024-01-24
TXN299,CUST2159,41169,USD,USA,UK,2023-12-30
TXN300,CUST1915,2722,USD,Russia,Panama,2025-08-13
TXN301,CUST18,82878,USD,China,Cayman Islands,2024-09-19
TXN302,CUST4728,86272,USD,Iran,Afghanistan,2025-04-17
TXN303,CUST4510,10527,USD,North Korea,Panama,2023-09-22
TXN304,CUST4029,55661,USD,North Korea,Yemen,2023-01-10
TXN305,CUST4317,47073,USD,Germany,UK,2025-01-06
TXN306,CUST3323,11000,USD,Somalia,Yemen,2023-07-18
TXN307,CUST1662,66431,USD,Canada,UAE,2024-03-16
TXN308,CUST1101,73883,USD,Mexico,Yemen,2024-10-26
TXN309,CUST396,61417,USD,Iran,China,2025-12-21
TXN310,CUST4088,76307,USD,Cayman Islands,Syria,2025-06-14
TXN311,CUST2267,81521,USD,Germany,North Korea,2023-08-16
TXN312,CUST3675,17550,USD,Iraq,Japan,2023-10-05
TXN313,CUST53,94414,USD,Iran,China,2024-01-15
TXN314,CUST2583,86679,USD,North Korea,Switzerland,2024-01-09
TXN315,CUST3517,6509,USD,USA,Mexico,2024-07-16
TXN316,CUST2896,3983,USD,USA,UK,2023-05-26
TXN317,CUST2095,60240,USD,Iran,UAE,2023-12-24
TXN318,CUST2940,78863,USD,Panama,Switzerland,2024-05-06
TXN319,CUST4457,56682,USD,Russia,UAE,2024-02-27
TXN320,CUST583,85918,USD,Iraq,Canada,2025-01-20
TXN321,CUST3427,42808,USD,Mexico,Iraq,2024-10-27
TXN322,CUST3242,50557,USD,Cayman Islands,Japan,2024-05-02
TXN323,CUST2526,42637,USD,Mexico,Switzerland,2025-09-01
TXN324,CUST3503,19702,USD,Cayman Islands,Canada,2023-04-28
TXN325,CUST3592,50553,USD,Somalia,Venezuela,2023-01-30
TXN326,CUST717,51490,USD,UK,Canada,2023-06-26
TXN327,CUST405,75249,USD,Somalia,China,2024-03-19
TXN328,CUST446,2933,USD,Afghanistan,UK,2024-07-15
TXN329,CUST859,86622,USD,Afghanistan,Canada,2023-07-22
TXN330,CUST2609,82962,USD,Cayman Islands,UAE,2025-12-19
TXN331,CUST3215,85122,USD,Somalia,Panama,2023-02-26
TXN332,CUST3778,15152,USD,UK,UAE,2023-09-25
TXN333,CUST505,84878,USD,Mexico,UAE,2023-12-18
TXN334,CUST96,97731,USD,Syria,China,2023-11-22
TXN335,CUST4816,52186,USD,Canada,Syria,2025-08-27
TXN336,CUST2026,20633,USD,Russia,Panama,2023-03-01
TXN337,CUST718,98425,USD,Germany,Panama,2023-09-08
TXN338,CUST3263,83989,USD,Canada,North Korea,2025-02-07
TXN339,CUST4761,43614,USD,Iran,Yemen,2024-11-18
TXN340,CUST4710,38130,USD,Germany,Japan,2024-11-16
TXN341,CUST349,92901,USD,Syria,Japan,2025-07-04
TXN342,CUST2540,47113,USD,USA,Japan,2025-05-15
TXN343,CUST2831,90466,USD,Germany,Afghanistan,2023-01-12
TXN344,CUST3166,60356,USD,China,Panama,2023-03-15
TXN345,CUST2054,31869,USD,Cayman Islands,Germany,2023-05-03
TXN346,CUST2214,60690,USD,Venezuela,Panama,2023-05-01
TXN347,CUST4100,87164,USD,Russia,Syria,2025-05-29
TXN348,CUST2837,51813,USD,Syria,Venezuela,2025-10-12
TXN349,CUST458,49639,USD,Venezuela,UK,2025-03-31
TXN350,CUST1929,49087,USD,Syria,Mexico,2025-09-14
TXN351,CUST4331,70605,USD,Yemen,Afghanistan,2025-07-22
TXN352,CUST2494,77550,USD,Panama,Cayman Islands,2023-02-09
TXN353,CUST1814,25437,USD,Yemen,Cayman Islands,2024-08-13
TXN354,CUST708,60798,USD,Canada,Afghanistan,2025-01-22
TXN355,CUST1481,42858,USD,Afghanistan,Japan,2025-08-04
TXN356,CUST2551,41147,USD,North Korea,Switzerland,2023-10-14
TXN357,CUST1484,63840,USD,Switzerland,Panama,2025-06-01
TXN358,CUST4764,26357,USD,Yemen,Venezuela,2023-01-17
TXN359,CUST1499,37669,USD,Cayman Islands,Japan,2023-09-22
TXN360,CUST4070,36770,USD,Syria,North Korea,2023-12-05
TXN361,CUST504,62227,USD,UK,Japan,2025-06-30
TXN362,CUST4127,32706,USD,Germany,UAE,2025-08-28
TXN363,CUST3581,8268,USD,Russia,Switzerland,2025-11-26
TXN364,CUST4364,73639,USD,UK,North Korea,2023-05-29
TXN365,CUST762,42056,USD,Panama,USA,2024-12-02
TXN366,CUST38,41628,USD,China,Afghanistan,2024-12-11
TXN367,CUST906,26318,USD,North Korea,Syria,2024-02-10
TXN368,CUST2269,6040,USD,Russia,UK,2024-12-02
TXN369,CUST3423,23735,USD,Germany,China,2023-01-22
TXN370,CUST2950,26746,USD,Mexico,Afghanistan,2023-03-24
TXN371,CUST793,51165,USD,North Korea,Venezuela,2025-12-20
TXN372,CUST1724,98864,USD,China,Yemen,2023-05-28
TXN373,CUST3465,30488,USD,Russia,China,2024-05-04
TXN374,CUST2316,68414,USD,North Korea,Somalia,2024-11-19
TXN375,CUST3336,80588,USD,Iran,Panama,2024-07-12
TXN376,CUST1519,88539,USD,Mexico,Somalia,2025-01-26
TXN377,CUST44,40595,USD,Russia,Cayman Islands,2024-05-25
TXN378,CUST1349,16395,USD,UAE,Mexico,2025-12-03
TXN379,CUST2469,67004,USD,Syria,Somalia,2024-04-26
TXN380,CUST3041,41120,USD,Germany,Switzerland,2024-11-24
TXN381,CUST1961,74452,USD,Afghanistan,North Korea,2025-12-08
TXN382,CUST1100,74368,USD,USA,Syria,2024-05-03
TXN383,CUST4209,52726,USD,Afghanistan,China,2024-01-16
TXN384,CUST3187,36639,USD,Switzerland,Syria,2023-04-11
TXN385,CUST3175,37890,USD,Japan,North Korea,2024-01-21
TXN386,CUST4495,69346,USD,Mexico,Russia,2024-03-12
TXN387,CUST4818,30871,USD,Japan,Mexico,2023-12-26
TXN388,CUST3807,96264,USD,North Korea,China,2023-10-28
TXN389,CUST515,75357,USD,China,UAE,2024-12-24
TXN390,CUST4351,10865,USD,Canada,Iran,2025-12-04
TXN391,CUST2863,55128,USD,Canada,Iran,2025-06-19
TXN392,CUST1649,15144,USD,Canada,Mexico,2025-07-04
TXN393,CUST376,36778,USD,China,Somalia,2025-05-09
TXN394,CUST4794,6039,USD,Mexico,Venezuela,2025-03-05
TXN395,CUST140,18598,USD,USA,Japan,2024-09-28
TXN396,CUST2271,9723,USD,Venezuela,Japan,2025-05-04
TXN397,CUST579,39054,USD,China,Yemen,2024-11-02
TXN398,CUST1972,52625,USD,UAE,Syria,2024-05-22
TXN399,CUST2387,30234,USD,Venezuela,Iraq,2023-11-18
TXN400,CUST4565,18239,USD,Afghanistan,Russia,2023-01-18
TXN401,CUST4211,18758,USD,UK,Syria,2024-04-08
TXN402,CUST4324,95412,USD,China,UAE,2024-11-22
TXN403,CUST1673,85511,USD,Yemen,Syria,2024-11-01
TXN404,CUST207,7704,USD,North Korea,Afghanistan,2025-12-16
TXN405,CUST2957,94242,USD,Russia,China,2025-12-22
TXN406,CUST4660,57335,USD,China,USA,2024-06-08
TXN407,CUST1769,36556,USD,Japan,Russia,2024-12-08
TXN408,CUST1510,48982,USD,North Korea,Japan,2025-09-04
TXN409,CUST4438,64340,USD,Afghanistan,Yemen,2023-12-09
TXN410,CUST2985,27883,USD,Japan,Yemen,2023-08-08
TXN411,CUST3711,45211,USD,Afghanistan,North Korea,2024-06-20
TXN412,CUST2222,5091,USD,UAE,China,2024-01-30
TXN413,CUST3762,48742,USD,Iraq,Cayman Islands,2023-11-25
TXN414,CUST3401,94680,USD,Mexico,Germany,2023-01-15
TXN415,CUST4626,50107,USD,Russia,Mexico,2024-08-08
TXN416,CUST2268,93371,USD,USA,Somalia,2025-09-05
TXN417,CUST2058,87762,USD,Afghanistan,Mexico,2023-09-27
TXN418,CUST2014,7513,USD,Germany,Mexico,2025-12-09
TXN419,CUST4491,80957,USD,Iraq,Somalia,2025-04-27
TXN420,CUST4562,53295,USD,Somalia,Panama,2024-04-01
TXN421,CUST3556,43253,USD,Yemen,Switzerland,2023-07-26
TXN422,CUST4391,53963,USD,Japan,Venezuela,2024-07-05
